PRIMER NOMBRE;SEGUNDO NOMBRE;APELLIDO PATERNO;APELLIDO MATERNO;TIPO IDENTIFICACION;CEDULA/PASAPORTE;RUC;TELEFONO;CELULAR;CORREO;DESCRIPCION DE SOCIO;TIPO DE SOCIO;SUCURSAL REGISTRO;FECHA NACIMIENTO;GENERO;DISCAPACIDAD;ESTADO CIVIL;Nro CARGAS FAMILIARES;DOMICILIO CALLE PRINCIPAL;DOMICILIO CALLE SECUNDARIA;DOMICILIO Nro Vivienda;DOMICILIO PROVINCIA;DOMICILIO CANTON;DOMICILIO PARROQUIA;DOMICILIO BARRIO;DOMICILIO REFERENCIA;ACTIVIDAD ECONOMICA;NEGOCIO CALLE PRINCIPAL;NEGOCIO CALLE SECUNDARIA;NEGOCIO Nro Vivienda;NEGOCIO PROVINCIA;NEGOCIO CANTON;NEGOCIO PARROQUIA;NEGOCIO BARRIO;NEGOCIO REFERENCIA
Anthony;Jose;Harvey;Price;C;1004002000;;6-(625)863-9797;8-(129)256-5542;;;CLIENTE;Urcuqui;03/02/2014;F;NO;CASADO;2;Tomscot;Sachtjen;9;Russia;Mauritania;Mauritania;Mauritania;Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.;Escultor;Fallview;Pennsylvania;15;Mauritania;Mauritania;Mauritania;Mauritania;Phasellus in felis. Donec semper sapien a libero. Nam dui.
Kathryn;Jeremy;George;Kennedy;C;1002003000;;6-(778)293-1600;1-(441)270-8702;;;CLIENTE;El Angel;26/01/2014;M;NO;SOLTERO;;Cordelia;Summit;0;China;France;;France;;Mecánico;Fairfield;Texas;96;France;France;France;France;Fusce consequat. Nulla nisl. Nunc nisl.
Bruce;Jessica;Garcia;Carter;C;1004002000;;;9-(293)300-1416;jcarterg6@mozilla.org;;GARANTE;Mira;31/12/2013;M;NO;SOLTERO;2;Fair Oaks;Burrows;3650;Indonesia;Poland;Poland;Poland;"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.";Artesano;Little Fleur;Del Sol;3;;Poland;Poland;Poland;In congue. Etiam justo. Etiam pretium iaculis justo.
Katherine;Lisa;Kim;Jacobs;C;1002003000;;4-(253)188-7141;0-(700)732-0461;;;CLIENTE;Pimampiro;29/09/2014;F;NO;VIUDO;1;Northport;Red Cloud;9518;;Russia;Russia;Russia;;Digitado;Superior;Bay;1;Russia;Russia;Russia;Russia;Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.
Lawrence;Andrew;Turner;Alexander;C;1002003000;;4-(555)587-8426;1-(797)909-2984;;;GARANTE;El Angel;05/01/2014;F;NO;SOLTERO;;Comanche;Ruskin;51996;Finland;Pakistan;Pakistan;Pakistan;Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.;Carnicero;Sage;Bayside;730;Pakistan;Pakistan;Pakistan;Pakistan;Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Alice;Kathy;Foster;Rice;P;1002003000;;8-(939)712-8510;4-(224)266-7275;;;CLIENTE;Pimampiro;17/11/2013;F;NO;SOLTERO;0;Summer Ridge;Warbler;75786;France;Indonesia;Indonesia;Indonesia;In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.;Mecánico;Dunning;Pepper Wood;11;Indonesia;Indonesia;;Indonesia;In congue. Etiam justo. Etiam pretium iaculis justo.
Frances;Margaret;Young;Nichols;C;1002003000;;0-(440)432-1923;6-(693)734-3080;mnicholsga@nymag.com;"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.";GARANTE;Urcuqui;24/10/2014;F;NO;VIUDO;;Nobel;Donald;635;Jamaica;Portugal;Portugal;Portugal;Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.;Artesano;Loeprich;Lotheville;3;Portugal;Portugal;Portugal;Portugal;Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
Jose;Larry;Crawford;Day;C;1004002000;;0-(618)474-1992;9-(199)749-8478;;Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.;CLIENTE;Mira;28/06/2014;M;SI;CASADO;1;Old Gate;Boyd;7363;;Ireland;Ireland;Ireland;Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.;Tendero;Anniversary;Duke;200;Ireland;Ireland;Ireland;Ireland;Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
Betty;Alan;Marshall;Warren;C;1002003000;;3-(260)233-1195;7-(347)155-2067;awarrengc@ameblo.jp;;CLIENTE;Mira;21/01/2014;F;;VIUDO;1;Emmet;Northwestern;;;Armenia;Armenia;Armenia;Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.;Digitado;Shopko;Bunker Hill;7;Armenia;;Armenia;Armenia;In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
Amy;Brenda;Jacobs;Turner;C;1004002000;;6-(344)563-2437;1-(974)908-7280;;"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.";CLIENTE;Pimampiro;22/04/2014;F;NO;CASADO;0;Algoma;Thierer;96;China;Cuba;Cuba;Cuba;Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.;Heladero;Browning;Barby;977;Cuba;Cuba;Cuba;Cuba;"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
Donna;Peter;Rodriguez;Hansen;P;1004002000;;0-(648)071-4119;5-(661)274-2516;;"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.";CLIENTE;Urcuqui;30/10/2014;M;NO;DIVORCIADO;4;Gina;Dakota;24;Indonesia;China;China;China;"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.";Carnicero;Anniversary;Hintze;16;China;China;China;China;Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.
Raymond;Richard;Johnston;Boyd;C;1004002000;;4-(302)874-1758;7-(242)557-6178;rboydgf@va.gov;"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.";CLIENTE;Pimampiro;11/08/2014;F;NO;VIUDO;2;Bluestem;Morrow;85;United States;Russia;Russia;Russia;Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.;Heladero;Holy Cross;Valley Edge;9;Russia;Russia;Russia;Russia;Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.
Gregory;Martin;Baker;White;P;1002003000;;0-(670)094-5333;6-(565)167-8213;mwhitegg@webmd.com;;CLIENTE;Pimampiro;31/08/2014;M;NO;CASADO;1;Northland;Oak;6192;China;Spain;Spain;Spain;Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.;Tendero;Homewood;Artisan;4;Spain;Spain;Spain;Spain;Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.
Anne;Alan;Howard;Hansen;C;1002003000;;8-(647)951-3646;4-(877)118-0907;ahansengh@surveymonkey.com;;CLIENTE;Pimampiro;01/01/2014;F;NO;VIUDO;;Ridgeway;Claremont;;China;China;China;China;Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.;Artesano;Vermont;Kennedy;56;China;China;China;China;Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.
Shawn;Matthew;Fernandez;Hughes;C;1004002000;;4-(551)616-0322;6-(072)572-8929;mhughesgi@netvibes.com;"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.";CLIENTE;Mira;21/02/2014;M;NO;CASADO;;Esch;Melody;2;Malaysia;Chad;Chad;Chad;In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.;Mecánico;Havey;Lukken;78;Chad;Chad;Chad;Chad;Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
Juan;Benjamin;Porter;Howell;C;1002003000;;9-(671)934-8626;8-(278)856-0220;;;CLIENTE;Urcuqui;20/01/2014;F;NO;CASADO;0;Surrey;Kropf;579;Indonesia;China;China;China;Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.;Lechero;Express;Mallard;756;China;China;China;China;Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Terry;Kathleen;Hawkins;Cooper;C;1004002000;;3-(018)658-6856;4-(384)068-2129;;;CLIENTE;El Angel;18/01/2014;M;NO;CASADO;;Bobwhite;Schmedeman;9;Thailand;Argentina;Argentina;Argentina;Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.;Carnicero;Lakeland;Welch;377;Argentina;Argentina;Argentina;Argentina;In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.
Christina;Annie;Boyd;Holmes;C;1004002000;;;6-(905)217-1739;;;CLIENTE;Urcuqui;29/12/2013;M;NO;DIVORCIADO;2;Goodland;Stone Corner;30;Sri Lanka;Sweden;Sweden;;Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.;Lechero;Tony;Upham;6;Sweden;Sweden;Sweden;Sweden;"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
Lois;Diana;Thomas;Foster;C;1002003000;;5-(427)651-6804;8-(087)420-2067;;;CLIENTE;El Angel;17/10/2014;M;NO;CASADO;1;Sullivan;East;7746;Mexico;Sweden;Sweden;Sweden;Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.;Carnicero;Bonner;Quincy;79976;Sweden;;Sweden;Sweden;"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
Denise;Chris;Hughes;Ryan;C;1004002000;;4-(390)858-0631;1-(894)553-0287;cryangn@ifeng.com;;CLIENTE;;29/08/2014;M;NO;DIVORCIADO;1;Lake View;Vahlen;80362;;China;China;China;In congue. Etiam justo. Etiam pretium iaculis justo.;Heladero;Ridgeview;Forest;9;China;China;China;China;Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
Ralph;Sandra;Harvey;Frazier;C;1002003000;;1-(125)979-5557;0-(178)095-6900;sfraziergo@cbslocal.com;"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.";CLIENTE;Mira;;M;NO;CASADO;0;Helena;Texas;55;China;Japan;Japan;Japan;Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.;Heladero;Toban;Buhler;76;Japan;;Japan;Japan;In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.
Christine;Rebecca;Simmons;Rogers;C;1004002000;;9-(149)590-7193;0-(112)356-4681;rrogersgp@ning.com;;GARANTE;;12/02/2014;F;NO;DIVORCIADO;;Southridge;Continental;5;Brazil;Portugal;;Portugal;Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.;Panadero;Holy Cross;Tomscot;2;Portugal;Portugal;Portugal;Portugal;Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
Frank;Billy;Roberts;Garza;C;1002003000;;1-(053)018-1019;1-(575)295-7373;;;CLIENTE;Pimampiro;15/03/2014;M;SI;DIVORCIADO;;Hermina;Esch;576;Philippines;Kiribati;;Kiribati;Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.;Lechero;Susan;Sheridan;985;Kiribati;Kiribati;Kiribati;;Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Elizabeth;Kenneth;Harris;Mason;C;1004002000;;3-(479)037-7466;8-(141)979-2554;;"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.";CLIENTE;Mira;03/03/2014;F;NO;VIUDO;1;Melby;Monica;5;Argentina;Thailand;Thailand;Thailand;Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.;Costurero;;Canary;82;;Thailand;Thailand;Thailand;Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.
Albert;Lawrence;Lopez;Sullivan;C;1004002000;;3-(616)121-7985;6-(282)424-0906;;"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.";CLIENTE;Mira;28/04/2014;M;NO;SOLTERO;;Hagan;Logan;65;Morocco;United States;United States;United States;Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.;Heladero;Lunder;Doe Crossing;8883;United States;United States;United States;United States;Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.
Stephanie;Virginia;Taylor;Williams;C;1004002000;;0-(361)302-9902;8-(781)675-9304;vwilliamsgt@mapquest.com;Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.;CLIENTE;Urcuqui;05/06/2014;M;NO;DIVORCIADO;;North;Little Fleur;14;Tajikistan;Iran;Iran;Iran;Phasellus in felis. Donec semper sapien a libero. Nam dui.;Escultor;Sutherland;Main;94;Iran;Iran;Iran;Iran;Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.
Alice;Judy;Cooper;Ward;P;1004002000;;1-(089)335-7445;4-(716)514-5176;jwardgu@boston.com;Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.;CLIENTE;Urcuqui;18/08/2014;M;NO;SOLTERO;2;Ronald Regan;Parkside;95;Canada;Brazil;Brazil;Brazil;Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.;Digitado;Caliangt;Quincy;8;Brazil;Brazil;Brazil;Brazil;Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.
Sarah;Cynthia;Henderson;Foster;P;1002003000;;8-(125)703-3589;0-(280)444-6613;cfostergv@archive.org;;CLIENTE;El Angel;31/10/2014;M;NO;CASADO;;Lake View;Melby;279;China;Palestinian Territory;Palestinian Territory;Palestinian Territory;Sed ante. Vivamus tortor. Duis mattis egestas metus.;Escultor;Miller;Mitchell;1034;Palestinian Territory;Palestinian Territory;Palestinian Territory;Palestinian Territory;In congue. Etiam justo. Etiam pretium iaculis justo.
Heather;Keith;Jordan;King;P;1002003000;;5-(689)056-6833;0-(496)029-8929;kkinggw@intel.com;"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.";GARANTE;El Angel;31/10/2014;M;NO;VIUDO;;Walton;Bay;18;Ecuador;Peru;Peru;Peru;Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.;Artesano;Bobwhite;Darwin;993;Peru;Peru;Peru;Peru;
Philip;Annie;Gonzales;Ryan;C;1002003000;;2-(219)224-5947;8-(157)199-0505;;"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.";CLIENTE;Mira;;M;NO;SOLTERO;;Kings;Porter;4;Iceland;Russia;Russia;Russia;Sed ante. Vivamus tortor. Duis mattis egestas metus.;Mecánico;Loeprich;Westport;1505;Russia;Russia;Russia;Russia;
John;Diana;Henry;Ellis;C;1004002000;;0-(995)816-6002;1-(345)910-4736;;;CLIENTE;Urcuqui;29/01/2014;M;NO;CASADO;4;Rowland;Knutson;502;Croatia;Poland;Poland;Poland;Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.;Heladero;Old Shore;Pankratz;27063;Poland;Poland;Poland;Poland;Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.
Maria;George;Palmer;Ruiz;C;1004002000;;0-(661)016-1724;1-(553)637-1257;;"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.";CLIENTE;El Angel;22/04/2014;M;NO;CASADO;2;Vernon;Fair Oaks;2;Canada;Peru;Peru;Peru;Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.;Artesano;Warbler;Colorado;377;Peru;Peru;Peru;Peru;Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.
Samuel;Antonio;Bradley;Stanley;C;1002003000;;1-(104)829-7812;4-(019)384-9376;astanleyh0@cisco.com;;CLIENTE;Pimampiro;19/09/2014;F;NO;DIVORCIADO;0;Riverside;Vernon;6708;China;Russia;Russia;Russia;Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.;Costurero;Talisman;Artisan;14801;Russia;Russia;Russia;Russia;Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
Nicholas;Louis;White;Lee;C;1002003000;;;4-(324)299-6929;lleeh1@cam.ac.uk;"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.";GARANTE;El Angel;;F;NO;VIUDO;3;Independence;Schurz;21071;Portugal;Ireland;Ireland;Ireland;"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.";Escultor;;Maple Wood;21437;Ireland;Ireland;Ireland;Ireland;Fusce consequat. Nulla nisl. Nunc nisl.
Sandra;Doris;Armstrong;Fisher;C;1002003000;;9-(215)231-4010;7-(422)777-5167;dfisherh2@devhub.com;;CLIENTE;Urcuqui;;F;NO;VIUDO;1;Jana;Lotheville;1;Norway;Indonesia;Indonesia;Indonesia;In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.;Panadero;Bartelt;;9;Indonesia;Indonesia;Indonesia;;Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
Anna;Kathryn;Walker;Campbell;C;1004002000;;;8-(733)622-0339;;Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.;CLIENTE;Mira;06/03/2014;F;NO;CASADO;;Shelley;Valley Edge;57714;Armenia;Switzerland;Switzerland;Switzerland;Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.;Mecánico;Loomis;Tony;18;Switzerland;Switzerland;Switzerland;Switzerland;"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
Paula;Michael;Meyer;Knight;C;1004002000;;;6-(848)419-8392;;Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.;CLIENTE;El Angel;30/03/2014;M;NO;VIUDO;1;North;Birchwood;81;China;Poland;Poland;Poland;Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.;Escultor;Eagle Crest;Golden Leaf;915;Poland;Poland;Poland;;Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Shawn;Samuel;Day;Rogers;C;1004002000;;8-(200)666-3085;4-(233)133-5827;;"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.";CLIENTE;Urcuqui;;F;NO;CASADO;3;Lunder;Tony;16008;China;Poland;Poland;Poland;Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.;Panadero;Service;Hovde;36;Poland;Poland;Poland;Poland;"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
Jerry;Tammy;Reed;Butler;C;1002003000;;6-(488)577-9895;3-(443)618-5233;tbutlerh6@tripod.com;;GARANTE;El Angel;27/09/2014;M;NO;CASADO;;Katie;John Wall;63169;Argentina;Brazil;Brazil;Brazil;;Mecánico;Rigney;Maple Wood;575;Brazil;Brazil;Brazil;Brazil;Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Sarah;Janice;Ray;Sims;C;1004002000;;4-(959)885-6906;0-(938)911-2459;;"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.";CLIENTE;El Angel;16/03/2014;M;NO;CASADO;1;Menomonie;Fair Oaks;2519;;China;China;China;Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.;Mecánico;Almo;Golden Leaf;5;China;China;China;China;Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
Alice;Mark;Hudson;Rodriguez;C;1002003000;;7-(605)463-6749;5-(382)385-0813;;"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.";CLIENTE;Mira;04/03/2014;M;NO;SOLTERO;;Graedel;Larry;4;Belarus;South Africa;South Africa;South Africa;Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.;Artesano;Valley Edge;Northridge;98;South Africa;South Africa;South Africa;South Africa;Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Willie;Julia;Cook;Riley;C;1004002000;;6-(115)463-6519;0-(570)720-9594;;;CLIENTE;Mira;13/01/2014;F;;SOLTERO;3;Golf Course;Kenwood;9096;;China;China;China;Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.;Panadero;Pleasure;Vera;82;China;China;China;China;Sed ante. Vivamus tortor. Duis mattis egestas metus.
Arthur;Amanda;Morgan;Campbell;C;1004002000;;9-(306)760-9587;1-(169)867-0520;acampbellha@scientificamerican.com;Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.;CLIENTE;El Angel;;F;NO;CASADO;0;Warner;Bowman;836;Nigeria;Czech Republic;Czech Republic;Czech Republic;Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.;Lechero;Butternut;Clarendon;71;Czech Republic;Czech Republic;Czech Republic;Czech Republic;In congue. Etiam justo. Etiam pretium iaculis justo.
